IDLOG,IDTRACKER,IDSTATUS,APLC_SEQ_NO,PROC_PGRS_SEQ_NO,APLC_STATUS,APLC_AUTH,DATA_CHNG_DTTM
10971,6395,70,12003102094,1,Approval Completed,Approved,02/18/2023 17:03
10972,6395,61,12003102094,2,Member Bank Apprval 1,Approved,01/31/2023 15:54
10973,6395,70,12003102094,2,Approval Completed,Approved,02/18/2023 17:03
10974,6395,61,12003102094,3,Member Bank Apprval 1,Approved,01/26/2023 17:20
10975,6395,70,12003102094,3,Approval Completed,Approved,02/18/2023 17:03
10976,6395,70,12003102094,4,Approval Completed,Approved,02/18/2023 17:03
10977,6395,70,12003102094,5,Approval Completed,,02/18/2023 17:03
10978,6396,10,12003102098,1,DOC Registration,Approved,01/18/2023 17:50
10979,6396,15,12003102098,1,Quality Assurance (QAM),Approved,01/18/2023 21:54
10980,6396,20,12003102098,1,Data Entry,Approved,01/19/2023 13:45
10981,6396,30,12003102098,1,B/L Check,Approved,01/19/2023 13:45
10982,6396,40,12003102098,1,Application Check,Approved,01/19/2023 17:36
10983,6396,50,12003102098,1,Merchant Analyst,Approved,01/24/2023 8:35
10984,6396,61,12003102098,1,Member Bank Apprval 1,Approved,01/31/2023 17:04
10985,6396,70,12003102098,1,Approval Completed,Approved,02/18/2023 17:04
10986,6396,61,12003102098,2,Member Bank Apprval 1,Approved,01/31/2023 15:54
10987,6396,70,12003102098,2,Approval Completed,Approved,02/18/2023 17:04
10988,6396,61,12003102098,3,Member Bank Apprval 1,Approved,01/26/2023 17:20
10989,6396,70,12003102098,3,Approval Completed,Approved,02/18/2023 17:04
10990,6396,70,12003102098,4,Approval Completed,Approved,02/18/2023 17:04
10991,6396,70,12003102098,5,Approval Completed,,02/18/2023 17:04
10992,6397,10,12003102102,1,DOC Registration,Approved,01/18/2023 17:52
10993,6397,15,12003102102,1,Quality Assurance (QAM),Approved,01/18/2023 21:53
10994,6397,20,12003102102,1,Data Entry,Approved,01/19/2023 12:46
10995,6397,30,12003102102,1,B/L Check,Approved,01/19/2023 12:46
10996,6397,40,12003102102,1,Application Check,Approved,01/19/2023 13:35
10997,6397,50,12003102102,1,Merchant Analyst,Approved,01/20/2023 16:03
10998,6397,61,12003102102,1,Member Bank Apprval 1,Approved,01/31/2023 17:04
10999,6397,70,12003102102,1,Approval Completed,Approved,02/18/2023 17:04
11000,6397,61,12003102102,2,Member Bank Apprval 1,Approved,01/31/2023 15:54
11001,6397,70,12003102102,2,Approval Completed,Approved,02/18/2023 17:04
11002,6397,61,12003102102,3,Member Bank Apprval 1,Approved,01/26/2023 17:20
11003,6397,70,12003102102,3,Approval Completed,Approved,02/18/2023 17:04
11004,6397,70,12003102102,4,Approval Completed,Approved,02/18/2023 17:04
11005,6397,70,12003102102,5,Approval Completed,,02/18/2023 17:04
11006,6398,10,12003102108,1,DOC Registration,Approved,01/18/2023 17:55
11007,6398,15,12003102108,1,Quality Assurance (QAM),Approved,01/18/2023 21:51
11008,6398,20,12003102108,1,Data Entry,Approved,01/19/2023 13:40
11009,6398,30,12003102108,1,B/L Check,Approved,01/19/2023 13:40
11010,6398,40,12003102108,1,Application Check,Approved,01/19/2023 14:37
11011,6398,50,12003102108,1,Merchant Analyst,Approved,01/24/2023 10:15
11012,6398,61,12003102108,1,Member Bank Apprval 1,Approved,01/31/2023 17:04
11013,6398,70,12003102108,1,Approval Completed,Approved,02/24/2023 20:57
11014,6398,61,12003102108,2,Member Bank Apprval 1,Approved,01/31/2023 15:55
11015,6398,70,12003102108,2,Approval Completed,Approved,02/24/2023 20:57
11016,6398,61,12003102108,3,Member Bank Apprval 1,Approved,01/26/2023 17:20
11017,6398,70,12003102108,3,Approval Completed,Approved,02/24/2023 20:57
11018,6398,70,12003102108,4,Approval Completed,Approved,02/24/2023 20:57
11019,6398,70,12003102108,5,Approval Completed,,02/24/2023 20:57
11020,6399,10,12003102117,1,DOC Registration,Approved,01/18/2023 17:59
11021,6399,15,12003102117,1,Quality Assurance (QAM),Approved,01/18/2023 21:50
11022,6399,20,12003102117,1,Data Entry,Approved,01/19/2023 13:23
11023,6399,30,12003102117,1,B/L Check,Approved,01/19/2023 13:23
11024,6399,40,12003102117,1,Application Check,Approved,01/19/2023 17:36
11025,6399,50,12003102117,1,Merchant Analyst,Approved,01/24/2023 7:36
11026,6399,61,12003102117,1,Member Bank Apprval 1,Approved,01/31/2023 17:03
11027,6399,70,12003102117,1,Approval Completed,Approved,02/16/2023 21:00
11028,6399,61,12003102117,2,Member Bank Apprval 1,Approved,01/31/2023 15:54
11029,6399,70,12003102117,2,Approval Completed,Approved,02/16/2023 21:00
11030,6399,61,12003102117,3,Member Bank Apprval 1,Approved,01/26/2023 17:20
11031,6399,70,12003102117,3,Approval Completed,Approved,02/16/2023 21:00
11032,6399,70,12003102117,4,Approval Completed,Approved,02/16/2023 21:00
11033,6399,70,12003102117,5,Approval Completed,,02/16/2023 21:00
11034,6400,10,12003102156,1,DOC Registration,Approved,01/18/2023 20:12
11035,6400,15,12003102156,1,Quality Assurance (QAM),Approved,01/18/2023 20:13
11036,6400,20,12003102156,1,Data Entry,Approved,01/19/2023 0:42
11037,6400,30,12003102156,1,B/L Check,Approved,01/19/2023 0:42
11038,6400,40,12003102156,1,Application Check,Approved,01/19/2023 9:25
11039,6400,61,12003102156,1,Member Bank Apprval 1,Approved,01/19/2023 14:09
11040,6400,70,12003102156,1,Approval Completed,Approved,01/20/2023 18:19
11041,6400,70,12003102156,2,Approval Completed,,01/20/2023 18:19
11042,6401,10,12003102157,1,DOC Registration,Approved,01/18/2023 20:20
11043,6401,15,12003102157,1,Quality Assurance (QAM),Approved,01/18/2023 20:20
11044,6401,20,12003102157,1,Data Entry,Approved,01/19/2023 6:14
11045,6401,30,12003102157,1,B/L Check,Approved,01/19/2023 6:14
11046,6401,40,12003102157,1,Application Check,Approved,01/19/2023 8:34
11047,6401,61,12003102157,1,Member Bank Apprval 1,Approved,01/19/2023 14:10
11048,6401,70,12003102157,1,Approval Completed,Approved,01/20/2023 18:16
11049,6401,70,12003102157,2,Approval Completed,,01/20/2023 18:16
11050,6403,10,12003102161,1,DOC Registration,Approved,01/18/2023 20:34
11051,6403,15,12003102161,1,Quality Assurance (QAM),Approved,01/18/2023 20:34
11052,6403,20,12003102161,1,Data Entry,Approved,01/19/2023 10:36
11053,6403,30,12003102161,1,B/L Check,Approved,01/19/2023 10:36
11054,6403,40,12003102161,1,Application Check,Approved,01/19/2023 10:37
11055,6403,61,12003102161,1,Member Bank Apprval 1,Approved,01/19/2023 14:10
11056,6403,70,12003102161,1,Approval Completed,Approved,01/20/2023 18:10
11057,6403,70,12003102161,2,Approval Completed,,01/20/2023 18:10
11058,6404,10,12003102163,1,DOC Registration,Approved,01/18/2023 20:46
11059,6404,15,12003102163,1,Quality Assurance (QAM),Approved,01/18/2023 20:46
12162,7868,10,12004085239,1,DOC Registration,Approved,02/24/2023 15:46
12163,7868,15,12004085239,1,Quality Assurance (QAM),Approved,02/24/2023 15:46
12164,7868,20,12004085239,1,Data Entry,Approved,02/27/2023 7:22
12165,7868,30,12004085239,1,B/L Check,Approved,02/27/2023 7:22
12166,7868,40,12004085239,1,Application Check,Approved,02/27/2023 10:08
12167,7868,61,12004085239,1,Member Bank Apprval 1,Approved,02/27/2023 10:29
12168,7868,70,12004085239,1,Approval Completed,Approved,03/03/2023 17:24
12169,7868,70,12004085239,2,Approval Completed,,03/03/2023 17:24
12170,7869,10,12004085246,1,DOC Registration,Approved,02/24/2023 15:48
12171,7869,15,12004085246,1,Quality Assurance (QAM),Approved,02/24/2023 15:48
12172,7869,20,12004085246,1,Data Entry,Approved,02/27/2023 11:57
12173,7869,30,12004085246,1,B/L Check,Approved,02/27/2023 11:57
12174,7869,40,12004085246,1,Application Check,Returned,02/27/2023 12:04
12175,7869,61,12004085246,1,Member Bank Apprval 1,Approved,02/27/2023 15:13
12176,7869,70,12004085246,1,Approval Completed,Approved,02/28/2023 17:28
12177,7869,20,12004085246,2,Data Entry,Approved,02/27/2023 12:04
12178,7869,30,12004085246,2,B/L Check,Approved,02/27/2023 12:04
12179,7869,40,12004085246,2,Application Check,Approved,02/27/2023 13:37
12180,7869,70,12004085246,2,Approval Completed,,02/28/2023 17:28
12181,6424,10,12003122317,1,DOC Registration,Approved,01/19/2023 10:48
12182,6424,15,12003122317,1,Quality Assurance (QAM),Approved,01/19/2023 11:08
12183,6424,20,12003122317,1,Data Entry,Approved,01/19/2023 12:55
12184,6424,30,12003122317,1,B/L Check,Approved,01/19/2023 12:55
12185,6424,40,12003122317,1,Application Check,Approved,01/19/2023 13:50
12186,6424,50,12003122317,1,Merchant Analyst,Approved,01/21/2023 20:20
12187,6424,61,12003122317,1,Member Bank Apprval 1,Approved,01/24/2023 10:41
12188,6424,70,12003122317,1,Approval Completed,Approved,01/26/2023 17:12
12189,6424,70,12003122317,2,Approval Completed,,01/26/2023 17:12
12190,6425,10,12003123314,1,DOC Registration,Approved,01/19/2023 11:17
12191,6425,15,12003123314,1,Quality Assurance (QAM),Approved,01/19/2023 13:26
12192,6425,20,12003123314,1,Data Entry,Approved,01/20/2023 6:17
12193,6425,30,12003123314,1,B/L Check,Approved,01/20/2023 6:17
12194,6425,40,12003123314,1,Application Check,Approved,01/20/2023 9:04
12195,6425,50,12003123314,1,Merchant Analyst,Approved,01/20/2023 16:38
12196,6425,61,12003123314,1,Member Bank Apprval 1,Approved,01/24/2023 9:31
12197,6425,70,12003123314,1,Approval Completed,Approved,01/30/2023 20:23
12198,6425,70,12003123314,2,Approval Completed,,01/30/2023 20:23
12199,6426,10,12003123318,1,DOC Registration,Approved,01/19/2023 11:13
12200,6426,15,12003123318,1,Quality Assurance (QAM),Approved,01/19/2023 11:13
12201,6426,20,12003123318,1,Data Entry,Approved,01/19/2023 13:37
12202,6426,30,12003123318,1,B/L Check,Approved,01/19/2023 13:37
12203,6426,40,12003123318,1,Application Check,Approved,01/19/2023 15:00
12204,6426,61,12003123318,1,Member Bank Apprval 1,Approved,01/20/2023 11:30
12205,6426,70,12003123318,1,Approval Completed,Approved,01/24/2023 16:27
12206,6426,70,12003123318,2,Approval Completed,,01/24/2023 16:27
12207,6427,10,12003123325,1,DOC Registration,Approved,01/19/2023 11:15
12208,6427,15,12003123325,1,Quality Assurance (QAM),Approved,01/19/2023 11:16
12209,6427,20,12003123325,1,Data Entry,Approved,01/19/2023 14:19
12210,6427,30,12003123325,1,B/L Check,Approved,01/19/2023 14:19
12211,6427,40,12003123325,1,Application Check,Approved,01/19/2023 14:45
12212,6427,61,12003123325,1,Member Bank Apprval 1,Approved,01/20/2023 11:30
12213,6427,70,12003123325,1,Approval Completed,Approved,01/24/2023 16:27
12214,6427,70,12003123325,2,Approval Completed,,01/24/2023 16:27
12215,6428,10,12003123331,1,DOC Registration,Approved,01/19/2023 11:18
12216,6428,15,12003123331,1,Quality Assurance (QAM),Approved,01/19/2023 11:18
12217,6428,20,12003123331,1,Data Entry,Approved,01/19/2023 12:46
12218,6428,30,12003123331,1,B/L Check,Approved,01/19/2023 12:46
12219,6428,40,12003123331,1,Application Check,Approved,01/19/2023 14:31
12220,6428,61,12003123331,1,Member Bank Apprval 1,Approved,01/20/2023 11:30
12221,6428,70,12003123331,1,Approval Completed,Approved,01/24/2023 16:28
12222,6428,70,12003123331,2,Approval Completed,,01/24/2023 16:28
12223,6429,10,12003123339,1,DOC Registration,Approved,01/19/2023 11:21
12224,6429,15,12003123339,1,Quality Assurance (QAM),Approved,01/19/2023 11:21
12225,6429,20,12003123339,1,Data Entry,Approved,01/19/2023 13:16
12226,6429,30,12003123339,1,B/L Check,Approved,01/19/2023 13:16
12227,6429,40,12003123339,1,Application Check,Approved,01/19/2023 19:27
12228,6429,61,12003123339,1,Member Bank Apprval 1,Approved,01/20/2023 11:30
12229,6429,70,12003123339,1,Approval Completed,Approved,03/07/2023 18:17
12230,6429,70,12003123339,2,Approval Completed,,03/07/2023 18:17
12231,6430,10,12003123868,1,DOC Registration,Approved,01/19/2023 11:33
12232,6430,15,12003123868,1,Quality Assurance (QAM),Approved,01/19/2023 11:33
12233,6430,20,12003123868,1,Data Entry,Approved,01/19/2023 13:13
12234,6430,30,12003123868,1,B/L Check,Approved,01/19/2023 13:13
12235,6430,40,12003123868,1,Application Check,Approved,01/19/2023 14:00
12236,6430,50,12003123868,1,Merchant Analyst,Approved,01/19/2023 15:03
12237,6430,61,12003123868,1,Member Bank Apprval 1,Approved,01/20/2023 10:17
12238,6430,70,12003123868,1,Approval Completed,Approved,01/20/2023 22:45
12239,6430,70,12003123868,2,Approval Completed,,01/20/2023 22:45
12240,6431,10,12003123878,1,DOC Registration,Approved,01/19/2023 11:44
12241,6431,15,12003123878,1,Quality Assurance (QAM),Approved,01/19/2023 13:25
12242,6431,20,12003123878,1,Data Entry,Approved,01/20/2023 7:30
12243,6431,30,12003123878,1,B/L Check,Approved,01/20/2023 7:30
12244,6431,40,12003123878,1,Application Check,Approved,01/20/2023 18:47
12245,6431,50,12003123878,1,Merchant Analyst,Approved,01/25/2023 14:22
12246,6431,61,12003123878,1,Member Bank Apprval 1,Approved,01/25/2023 19:04
12247,6431,70,12003123878,1,Approval Completed,Approved,02/07/2023 16:54
12248,6431,70,12003123878,2,Approval Completed,,02/07/2023 16:54
12249,6432,10,12003123917,1,DOC Registration,Approved,01/19/2023 12:01
12250,6432,15,12003123917,1,Quality Assurance (QAM),Approved,01/19/2023 13:21
12251,6432,20,12003123917,1,Data Entry,Approved,01/20/2023 5:55
12252,6432,30,12003123917,1,B/L Check,Approved,01/20/2023 5:55
12253,6432,40,12003123917,1,Application Check,Approved,01/20/2023 6:42
12254,6432,50,12003123917,1,Merchant Analyst,Approved,01/20/2023 13:46
12255,6432,61,12003123917,1,Member Bank Apprval 1,Approved,01/25/2023 8:29
12256,6432,70,12003123917,1,Approval Completed,Approved,01/31/2023 16:31
12257,6432,70,12003123917,2,Approval Completed,,01/31/2023 16:31
12258,6433,10,12003127289,1,DOC Registration,Approved,01/19/2023 13:58
12259,6433,15,12003127289,1,Quality Assurance (QAM),Approved,01/19/2023 14:00
12260,6433,20,12003127289,1,Data Entry,Approved,01/20/2023 8:31
12261,6433,30,12003127289,1,B/L Check,Approved,01/20/2023 8:31
12262,6433,40,12003127289,1,Application Check,Approved,01/20/2023 9:05
12263,6433,50,12003127289,1,Merchant Analyst,Approved,01/24/2023 10:10
12264,6433,61,12003127289,1,Member Bank Apprval 1,Approved,01/25/2023 10:41
12265,6433,70,12003127289,1,Approval Completed,Approved,01/25/2023 10:41
12266,6434,10,12003128362,1,DOC Registration,Approved,01/19/2023 15:03
12267,6434,15,12003128362,1,Quality Assurance (QAM),Approved,01/19/2023 15:42
12268,6434,20,12003128362,1,Data Entry,Approved,01/20/2023 7:20
12269,6434,30,12003128362,1,B/L Check,Approved,01/20/2023 7:20
12270,6434,40,12003128362,1,Application Check,Approved,01/20/2023 18:48
12271,6434,50,12003128362,1,Merchant Analyst,Approved,01/24/2023 10:05
12272,6434,61,12003128362,1,Member Bank Apprval 1,Approved,01/24/2023 14:06
12273,6434,70,12003128362,1,Approval Completed,Approved,01/27/2023 15:51
12274,6434,70,12003128362,2,Approval Completed,,01/27/2023 15:51
12275,6435,10,12003128370,1,DOC Registration,Approved,01/19/2023 15:09
12276,6435,15,12003128370,1,Quality Assurance (QAM),Approved,01/19/2023 15:41
12277,6435,20,12003128370,1,Data Entry,Approved,01/20/2023 7:07
12278,6435,30,12003128370,1,B/L Check,Approved,01/20/2023 7:07
12279,6435,40,12003128370,1,Application Check,Returned,01/20/2023 8:14
12280,6435,50,12003128370,1,Merchant Analyst,Approved,01/20/2023 17:48
12281,6435,61,12003128370,1,Member Bank Apprval 1,Approved,01/24/2023 9:05
12282,6435,70,12003128370,1,Approval Completed,Approved,01/25/2023 16:04
12283,6435,20,12003128370,2,Data Entry,Approved,01/20/2023 8:43
12284,6435,30,12003128370,2,B/L Check,Approved,01/20/2023 8:43
12285,6435,40,12003128370,2,Application Check,Approved,01/20/2023 9:16
12286,6435,70,12003128370,2,Approval Completed,,01/25/2023 16:04
12287,6436,10,12003128377,1,DOC Registration,Approved,01/19/2023 15:16
12288,6436,15,12003128377,1,Quality Assurance (QAM),Approved,01/19/2023 15:26
12289,6436,20,12003128377,1,Data Entry,Approved,01/20/2023 7:00
12290,6436,30,12003128377,1,B/L Check,Approved,01/20/2023 7:00
10789,7827,61,12004076327,1,Member Bank Apprval 1,Approved,03/03/2023 9:17
10790,7827,70,12004076327,1,Approval Completed,Approved,03/07/2023 20:51
10791,7827,20,12004076327,2,Data Entry,Approved,02/28/2023 10:51
10792,7827,30,12004076327,2,B/L Check,Approved,02/28/2023 10:51
10793,7827,40,12004076327,2,Application Check,Approved,02/28/2023 16:37
10794,7827,50,12004076327,2,Merchant Analyst,Approved,02/28/2023 16:50
10795,7827,70,12004076327,2,Approval Completed,,03/07/2023 20:51
10796,7828,10,12004076964,1,DOC Registration,Approved,02/24/2023 9:35
10797,7828,15,12004076964,1,Quality Assurance (QAM),Approved,02/24/2023 9:37
10798,7828,20,12004076964,1,Data Entry,Approved,02/24/2023 15:29
10799,7828,30,12004076964,1,B/L Check,Approved,02/24/2023 15:29
10800,7828,40,12004076964,1,Application Check,Approved,02/24/2023 15:40
10801,7828,50,12004076964,1,Merchant Analyst,Approved,02/28/2023 11:26
10802,7828,61,12004076964,1,Member Bank Apprval 1,Approved,03/03/2023 11:21
10803,7828,70,12004076964,1,Approval Completed,Approved,03/07/2023 21:08
10804,7828,70,12004076964,2,Approval Completed,,03/07/2023 21:08
10805,7829,10,12004077490,1,DOC Registration,Approved,02/24/2023 9:47
10806,7829,15,12004077490,1,Quality Assurance (QAM),Approved,02/24/2023 9:47
10807,7829,20,12004077490,1,Data Entry,Approved,02/24/2023 15:21
10808,7829,30,12004077490,1,B/L Check,Approved,02/24/2023 15:21
10809,7829,40,12004077490,1,Application Check,Approved,02/24/2023 15:28
10810,7829,61,12004077490,1,Member Bank Apprval 1,Approved,02/27/2023 10:29
10811,7829,70,12004077490,1,Approval Completed,Approved,03/02/2023 21:17
10812,7829,70,12004077490,2,Approval Completed,,03/02/2023 21:17
10813,7830,10,12004077602,1,DOC Registration,Approved,02/24/2023 10:03
10814,7830,15,12004077602,1,Quality Assurance (QAM),Approved,02/24/2023 10:03
10815,7830,20,12004077602,1,Data Entry,Approved,02/24/2023 10:29
10816,7830,30,12004077602,1,B/L Check,Approved,02/24/2023 10:29
10817,7830,40,12004077602,1,Application Check,Approved,02/24/2023 10:30
10818,7830,61,12004077602,1,Member Bank Apprval 1,Returned,02/24/2023 13:23
10819,7830,70,12004077602,1,Approval Completed,Approved,02/24/2023 17:50
10820,7830,20,12004077602,2,Data Entry,Approved,02/24/2023 13:52
10821,7830,30,12004077602,2,B/L Check,Approved,02/24/2023 13:52
10822,7830,40,12004077602,2,Application Check,Approved,02/24/2023 13:53
10823,7830,61,12004077602,2,Member Bank Apprval 1,Approved,02/24/2023 14:10
10824,7830,70,12004077602,2,Approval Completed,,02/24/2023 17:50
10825,7831,10,12004080726,1,DOC Registration,Approved,02/24/2023 11:08
10826,7831,15,12004080726,1,Quality Assurance (QAM),Approved,02/24/2023 11:08
10827,7831,20,12004080726,1,Data Entry,Approved,02/24/2023 14:36
10828,7831,30,12004080726,1,B/L Check,Approved,02/24/2023 14:36
10829,7831,40,12004080726,1,Application Check,Approved,02/24/2023 15:08
10830,7831,61,12004080726,1,Member Bank Apprval 1,Approved,02/27/2023 10:29
10831,7831,70,12004080726,1,Approval Completed,Approved,03/02/2023 21:16
10832,7831,70,12004080726,2,Approval Completed,,03/02/2023 21:16
10833,7832,10,12004080729,1,DOC Registration,Approved,02/24/2023 11:10
10834,7832,15,12004080729,1,Quality Assurance (QAM),Approved,02/24/2023 14:54
10835,7832,20,12004080729,1,Data Entry,Approved,02/27/2023 7:34
10836,7832,30,12004080729,1,B/L Check,Approved,02/27/2023 7:34
